STATION,NAME,DATE,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN
USC00046074,"NAPA STATE HOSPITAL, CA US",2012-04,28,28,7,5,,,0,0,0,15,2,33,,,0.77,90,2407,190,2.48,,59.2,72.1,46.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2012-05,67,39,0,0,,,0,0,0,29,1,42,,,0,90,2480,72,0,,63.9,78.7,49.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2012-06,183,115,1,0,,,0,0,0,29,8,45,,,0.04,101,2512,33,0.04,,67.8,82.9,52.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2012-07,299,115,0,0,,,0,0,0,30,8,50,,,0,96,6,6,0,,68.7,82.8,54.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2012-08,418,119,0,0,,,0,0,0,31,7,47,,,0,95,14,8,0,,68.6,83.3,53.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2012-09,476,58,0,0,,,0,0,0,30,3,46,,,0,95,41,27,0,,66.1,82.1,50
USC00046074,"NAPA STATE HOSPITAL, CA US",2012-10,551,75,4,2,,,0,0,0,25,4,43,,,1.22,100,129,88,1.51,,64.6,78.2,51
USC00046074,"NAPA STATE HOSPITAL, CA US",2012-11,553,2,12,6,,,0,0,0,8,0,34,,,1.34,82,362,233,4.8,,56.5,66.7,46.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2012-12,553,0,14,9,,,0,5,0,1,0,28,,,1.92,71,819,457,7.87,,49.2,57.9,40.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2013-01,0,0,6,3,,,0,18,0,0,0,25,,,0.4,67,1409,590,0.75,,46,59.3,32.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2013-02,0,0,3,1,,,0,2,0,6,0,29,,,0.26,73,1812,403,0.35,,50.6,65.1,36.1
USC00046074,"NAPA STATE HOSPITAL, CA US",2013-03,2,2,7,3,,,0,0,0,19,0,34,,,0.37,79,2076,264,0.94,,56.5,70.2,42.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2013-04,35,34,4,3,,,0,0,0,24,3,39,,,0.64,92,2170,94,1.19,,62.9,77.9,48
USC00046074,"NAPA STATE HOSPITAL, CA US",2013-05,99,64,3,1,,,0,0,0,30,5,42,,,0.23,92,2232,62,0.34,,65.1,79.6,50.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2013-06,225,126,3,1,,,0,0,0,27,8,48,,,0.64,99,2242,10,0.68,,69,83.7,54.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2013-07,347,122,0,0,,,0,0,0,31,6,51,,,0,98,6,6,0,,68.7,82.1,55.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2013-08,482,135,0,0,,,0,0,0,31,5,50,,,0,94,9,4,0,,69.2,82.4,56
USC00046074,"NAPA STATE HOSPITAL, CA US",2013-09,606,125,1,1,,,0,0,0,30,6,47,,,0.67,97,16,6,0.67,,68.9,83.5,54.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2013-10,622,16,0,0,,,0,0,0,30,0,39,,,0,87,140,124,0,,61.5,78.1,44.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2013-11,622,0,3,2,,,0,0,0,14,0,34,,,1.02,77,411,271,1.13,,55.7,68.4,42.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2013-12,622,0,1,1,,,0,12,0,0,0,24,,,0.71,68,929,519,0.71,,47.1,61.2,33.1
USC00046074,"NAPA STATE HOSPITAL, CA US",2014-01,0,0,2,1,,,0,3,0,9,0,32,,,0.1,72,1291,362,0.11,,52.5,67.2,37.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2014-02,0,0,11,9,,,0,1,0,6,0,30,,,4.3,76,1594,303,10.91,,54.2,63.9,44.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2014-03,3,3,12,8,,,0,0,0,19,0,39,,,0.71,80,1781,186,3.37,,59.1,71,47.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2014-04,21,18,7,6,,,0,0,0,21,1,40,,,0.83,91,1911,130,2.88,,61.1,75.2,47.1
USC00046074,"NAPA STATE HOSPITAL, CA US",2014-05,97,76,0,0,,,0,0,0,29,7,45,,,0,96,1953,43,0,,66.1,80.8,51.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2014-06,223,126,0,0,,,0,0,0,30,9,48,,,0,100,1957,4,0,,69.1,84.4,53.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2014-07,403,180,0,0,,,0,0,0,31,3,52,,,0,101,0,0,0,,70.8,83.9,57.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2014-08,543,139,1,0,,,0,0,0,31,2,53,,,0.05,90,0,0,0.05,,69.5,82.1,56.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2014-09,677,135,5,3,,,0,0,0,29,7,49,,,0.19,96,3,3,0.49,,69.5,83.7,55.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2014-10,768,91,4,3,,,0,0,0,29,9,42,,,0.46,96,41,38,0.98,,66.8,81.9,51.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2014-11,768,0,8,7,,,0,0,0,11,0,36,,,0.67,79,283,243,2.42,,56.9,68,45.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2014-12,768,0,17,12,,,0,1,0,0,0,32,,,3.24,67,621,338,11.97,,53.8,60.7,47
USC00046074,"NAPA STATE HOSPITAL, CA US",2015-01,0,0,2,0,,,0,3,0,1,0,28,,,0.01,77,1029,407,0.02,,51.4,62.1,40.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2015-02,0,0,5,4,,,0,0,0,11,0,37,,,1.12,76,1245,216,2.72,,57,68.7,45.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2015-03,7,7,2,0,,,0,0,0,25,0,37,,,0.07,84,1403,158,0.1,,60.2,74.8,45.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2015-04,18,10,3,2,,,0,0,0,20,1,36,,,1.55,91,1561,158,2.12,,59.5,74.4,44.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2015-05,28,10,1,0,,,0,0,0,19,1,43,,,0.02,97,1699,138,0.02,,60.7,71.7,49.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2015-06,153,125,1,1,,,0,0,0,29,4,50,,,0.17,103,1707,8,0.17,,69,83.1,55
USC00046074,"NAPA STATE HOSPITAL, CA US",2015-07,336,183,1,0,,,0,0,0,30,7,52,,,0.01,94,0,0,0.01,,71.3,84.1,58.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2015-08,554,218,0,0,,,0,0,0,31,6,52,,,0,105,0,0,0,,72,86.6,57.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2015-09,753,199,3,1,,,0,0,0,28,16,48,,,0.13,103,7,7,0.19,,71.6,88.8,54.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2015-10,844,90,1,0,,,0,0,0,30,5,46,,,0.02,95,13,6,0.02,,67.8,82.9,52.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2015-11,844,0,8,4,,,0,3,0,6,0,28,,,0.76,79,393,380,1.82,,52.3,65.4,39.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2015-12,844,0,15,10,,,0,8,0,0,0,27,,,1.57,64,906,512,4.54,,47.3,56.5,38.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2016-01,0,0,19,15,,,0,1,0,0,0,30,,,1.4,65,1309,404,7.47,,52,58,46
USC00046074,"NAPA STATE HOSPITAL, CA US",2016-02,1,1,5,2,,,0,0,0,19,0,37,,,0.67,79,1561,251,0.92,,56.4,69.2,43.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2016-03,1,0,15,12,,,0,0,0,10,0,36,,,1.75,77,1850,289,8.36,,55.7,66.5,44.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2016-04,19,18,4,3,,,0,0,0,22,1,41,,,0.47,92,1970,119,1,,61.5,74.7,48.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2016-05,80,61,3,1,,,0,0,0,24,3,44,,,0.2,92,2033,63,0.3,,64.9,77.6,52.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2016-06,229,149,0,0,,,0,0,0,27,11,49,,,0,99,2039,6,0,,70.3,86,54.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2016-07,357,127,0,0,,,0,0,0,31,6,50,,,0,98,13,13,0,,68.7,83.1,54.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2016-08,408,52,0,0,,,0,0,0,28,0,51,,,0,88,17,4,0,,66.7,79.1,54.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2016-09,529,121,0,0,,,0,0,0,30,11,46,,,0,99,36,20,0,,68.4,84.2,52.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2016-10,543,13,9,5,,,0,0,0,20,0,44,,,1.15,89,115,79,3.6,,62.7,74.3,51
USC00046074,"NAPA STATE HOSPITAL, CA US",2016-11,543,0,8,6,,,0,0,0,10,0,35,,,0.76,78,367,251,2.39,,56,66.5,45.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2016-12,543,0,7,7,,,0,11,0,0,0,27,,,2.59,64,900,533,5.65,,47.2,57.2,37.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2017-01,0,0,15,14,,,0,1,0,0,0,28,,,2.3,64,1393,493,13.28,,48.1,55.5,40.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2017-02,0,0,15,13,,,0,3,0,1,0,31,,,2.39,70,1734,341,11.43,,52.8,60.7,44.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2017-03,1,1,9,7,,,0,0,0,15,0,34,,,1.33,81,1969,235,4.22,,57.4,69.8,45
USC00046074,"NAPA STATE HOSPITAL, CA US",2017-04,5,4,9,7,,,0,0,0,15,0,38,,,1.8,83,2133,163,3.54,,59.3,71.3,47.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2017-05,65,60,0,0,,,0,0,0,26,8,41,,,0,94,2212,79,0,,64.4,78.8,50
USC00046074,"NAPA STATE HOSPITAL, CA US",2017-06,222,157,2,2,,,0,0,0,29,8,45,,,0.7,103,2231,19,0.83,,69.7,84.2,55.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2017-07,395,172,0,0,,,0,0,0,31,8,51,,,0,102,0,0,0,,70.5,85.6,55.5
USC00046074,"NAPA STATE HOSPITAL, CA US",2017-08,552,157,0,0,,,0,0,0,30,6,53,,,0,101,1,0,0,,70.2,82.6,57.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2017-09,764,212,1,0,,,0,0,0,29,9,46,,,0.08,108,11,10,0.08,,71.9,86.7,57.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2017-10,,,1,1,,,,,,,,,,,0.2,,,,0.2,,,,
USC00046074,"NAPA STATE HOSPITAL, CA US",2017-12,,0,1,0,,,0,1,0,3,0,30,,,0.03,70,,469,0.03,,49.4,62.5,36.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2018-01,0,0,12,8,,,0,0,0,0,0,33,,,1.47,67,,398,4.66,,50.8,59.3,42.3
USC00046074,"NAPA STATE HOSPITAL, CA US",2018-02,0,0,1,1,,,0,6,0,10,0,27,,,0.12,79,,339,0.12,,52,66.6,37.4
USC00046074,"NAPA STATE HOSPITAL, CA US",2018-03,2,2,13,12,,,0,2,0,5,0,31,,,1.65,84,,301,6.58,,53.9,65.3,42.6
USC00046074,"NAPA STATE HOSPITAL, CA US",2018-04,11,8,2,2,,,0,0,0,18,0,38,,,1.81,84,,134,3.01,,60.2,73.3,47
USC00046074,"NAPA STATE HOSPITAL, CA US",2018-05,25,14,0,0,,,0,0,0,25,1,44,,,0,90,,86,0,,62.5,75.1,49.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2018-06,136,111,0,0,,,0,0,0,29,8,47,,,0,99,,13,0,,68.4,83.9,52.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2018-07,268,132,0,0,,,0,0,0,26,8,49,,,0,94,4,4,0,,69.9,84.9,54.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2018-08,367,99,0,0,,,0,0,0,30,6,50,,,0,92,11,7,0,,68.1,81.2,54.9
USC00046074,"NAPA STATE HOSPITAL, CA US",2018-09,421,54,0,0,,,0,0,0,28,0,45,,,0,89,18,6,0,,66.7,82.6,50.8
USC00046074,"NAPA STATE HOSPITAL, CA US",2018-10,463,42,1,1,,,0,0,0,31,0,42,,,0.22,87,72,54,0.22,,64.6,79.5,49.7
USC00046074,"NAPA STATE HOSPITAL, CA US",2018-11,470,6,8,6,,,0,0,0,11,0,33,,,1.92,83,331,259,4.36,,56.3,69.4,43.2
USC00046074,"NAPA STATE HOSPITAL, CA US",2018-12,470,0,8,7,,,0,0,0,0,0,34,,,0.67,68,748,417,2.78,,50.6,59.6,41.6
